tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
0	This study	10.7	300.9	0	pmagpy-3.4.0	u		803	SS4-6a	273	7.87E-07	1.43E-08	3.36E-08	2.05E-08	SS4-6a:LP-DIR-T	12	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	4.8	295.3	0	pmagpy-3.4.0	u		813	SS4-6a	273	7.14E-07	7.57E-09	1.63E-08	7.98E-09	SS4-6a:LP-DIR-T	13	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	12.4	301.8	0	pmagpy-3.4.0	u		823	SS4-6a	273	3.69E-07	7.31E-09	4.07E-09	1.42E-08	SS4-6a:LP-DIR-T	14	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	18.6	300.6	0	pmagpy-3.4.0	u		833	SS4-6a	273	1.90E-07	2.67E-09	7.79E-09	1.17E-08	SS4-6a:LP-DIR-T	15	1	4.3	g	LT-T-Z:LP-DIR-T
0	This study	26.7	309.4	0	pmagpy-3.4.0	u	average of multiple measurements	843	SS4-6a	273	1.02E-07	1.19E-09	2.63E-09	2.75E-09	SS4-6a:LP-DIR-T	16	2	5.6	g	LT-T-Z:DE-VM:LP-DIR-T
0	This study	35.5	78.1	0	pmagpy-3.4.0	u		848	SS4-6a	273	8.93E-08	5.42E-09	1.23E-08	5.21E-09	SS4-6a:LP-DIR-T	17	1	5.1	g	LT-T-Z:LP-DIR-T
0	This study	-2.9	353.4	0	pmagpy-3.4.0	u	average of multiple measurements	853	SS4-6a	273	6.61E-08	2.51E-09	2.20E-09	8.89E-10	SS4-6a:LP-DIR-T	18	2	21.7	g	LT-T-Z:DE-VM:LP-DIR-T
0	This study	50.7	208.8	0	pmagpy-3.4.0	u		273	SS4-7a	273	6.26E-06	1.01E-07	8.32E-08	5.03E-08	SS4-7a:LP-DIR-T	1	1	1	g	LT-NO:LP-DIR-T
0	This study	41	263.3	0	pmagpy-3.4.0	u		77	SS4-7a	273	2.75E-06	4.94E-08	1.84E-08	4.35E-08	SS4-7a:LP-DIR-T	2	1	1.3	g	LT-LT-Z:LP-DIR-T
0	This study	40.5	266.8	0	pmagpy-3.4.0	u		373	SS4-7a	273	2.58E-06	8.71E-09	1.72E-08	1.33E-07	SS4-7a:LP-DIR-T	3	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	34.1	275.8	0	pmagpy-3.4.0	u		473	SS4-7a	273	2.35E-06	1.39E-08	2.81E-08	1.52E-07	SS4-7a:LP-DIR-T	4	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	31	283.7	0	pmagpy-3.4.0	u		573	SS4-7a	273	2.16E-06	1.60E-08	5.54E-08	1.60E-07	SS4-7a:LP-DIR-T	5	1	4.5	g	LT-T-Z:LP-DIR-T
0	This study	29.6	284	0	pmagpy-3.4.0	u		623	SS4-7a	273	2.06E-06	1.23E-08	3.37E-08	1.09E-07	SS4-7a:LP-DIR-T	6	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	29.4	288.6	0	pmagpy-3.4.0	u		673	SS4-7a	273	1.92E-06	1.92E-08	3.92E-08	6.95E-08	SS4-7a:LP-DIR-T	7	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	28.3	286	0	pmagpy-3.4.0	u		723	SS4-7a	273	1.53E-06	8.11E-09	2.01E-08	3.60E-08	SS4-7a:LP-DIR-T	8	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	30.5	286.4	0	pmagpy-3.4.0	u		748	SS4-7a	273	1.36E-06	5.69E-09	2.63E-08	6.83E-08	SS4-7a:LP-DIR-T	9	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	28.7	283.8	0	pmagpy-3.4.0	u		773	SS4-7a	273	1.09E-06	1.08E-08	2.17E-08	8.18E-09	SS4-7a:LP-DIR-T	10	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	28.6	288.8	0	pmagpy-3.4.0	u		788	SS4-7a	273	8.67E-07	3.44E-09	1.90E-08	8.23E-09	SS4-7a:LP-DIR-T	11	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	29.5	294.9	0	pmagpy-3.4.0	u		803	SS4-7a	273	6.24E-07	9.67E-09	2.82E-08	2.79E-08	SS4-7a:LP-DIR-T	12	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	26.6	297.7	0	pmagpy-3.4.0	u		813	SS4-7a	273	5.09E-07	7.50E-09	1.30E-08	8.30E-09	SS4-7a:LP-DIR-T	13	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	32.1	290.4	0	pmagpy-3.4.0	u		823	SS4-7a	273	4.27E-07	6.34E-09	4.90E-09	5.38E-09	SS4-7a:LP-DIR-T	14	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	23.7	278.8	0	pmagpy-3.4.0	u		833	SS4-7a	273	2.80E-07	2.03E-09	3.40E-09	4.20E-09	SS4-7a:LP-DIR-T	15	1	1	g	LT-T-Z:LP-DIR-T
0	This study	30.4	297	0	pmagpy-3.4.0	u		843	SS4-7a	273	1.84E-07	7.19E-09	1.13E-08	4.48E-09	SS4-7a:LP-DIR-T	16	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	27.8	330.2	0	pmagpy-3.4.0	u		848	SS4-7a	273	1.12E-07	3.27E-09	1.65E-09	1.36E-09	SS4-7a:LP-DIR-T	17	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	54.6	287.7	0	pmagpy-3.4.0	u		853	SS4-7a	273	6.93E-08	2.88E-09	3.93E-09	2.99E-09	SS4-7a:LP-DIR-T	18	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	16.7	282.1	0	pmagpy-3.4.0	u		273	SS4-8a	273	1.64E-05	4.36E-08	9.21E-08	3.88E-07	SS4-8a:LP-DIR-T	1	1	1.4	g	LT-NO:LP-DIR-T
0	This study	10.1	287.2	0	pmagpy-3.4.0	u		77	SS4-8a	273	1.38E-05	3.97E-08	1.72E-07	4.93E-07	SS4-8a:LP-DIR-T	2	1	2.2	g	LT-LT-Z:LP-DIR-T
0	This study	9.9	289.5	0	pmagpy-3.4.0	u		373	SS4-8a	273	1.38E-05	3.98E-08	2.28E-07	5.57E-07	SS4-8a:LP-DIR-T	3	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	8.1	287.4	0	pmagpy-3.4.0	u		473	SS4-8a	273	1.38E-05	3.50E-08	2.70E-07	7.87E-07	SS4-8a:LP-DIR-T	4	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	7.7	290	0	pmagpy-3.4.0	u		573	SS4-8a	273	1.37E-05	4.14E-08	4.24E-07	1.08E-06	SS4-8a:LP-DIR-T	5	1	4.8	g	LT-T-Z:LP-DIR-T
0	This study	7.5	288.2	0	pmagpy-3.4.0	u		623	SS4-8a	273	1.37E-05	4.31E-08	2.90E-07	8.13E-07	SS4-8a:LP-DIR-T	6	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	7.4	289.6	0	pmagpy-3.4.0	u		673	SS4-8a	273	1.35E-05	3.16E-08	2.95E-07	7.20E-07	SS4-8a:LP-DIR-T	7	1	3.3	g	LT-T-Z:LP-DIR-T
0	This study	6.6	290.3	0	pmagpy-3.4.0	u		723	SS4-8a	273	1.28E-05	2.73E-08	1.37E-07	2.60E-07	SS4-8a:LP-DIR-T	8	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	7	290.7	0	pmagpy-3.4.0	u		748	SS4-8a	273	1.24E-05	2.71E-08	2.65E-07	5.65E-07	SS4-8a:LP-DIR-T	9	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	6.3	293.3	0	pmagpy-3.4.0	u		773	SS4-8a	273	1.17E-05	2.55E-08	5.01E-08	1.74E-07	SS4-8a:LP-DIR-T	10	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	6.5	291.1	0	pmagpy-3.4.0	u		788	SS4-8a	273	1.08E-05	2.69E-08	1.08E-07	1.56E-07	SS4-8a:LP-DIR-T	11	1	1	g	LT-T-Z:LP-DIR-T
0	This study	6	290.2	0	pmagpy-3.4.0	u		803	SS4-8a	273	9.56E-06	2.19E-08	1.87E-07	4.05E-07	SS4-8a:LP-DIR-T	12	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	5.7	292.5	0	pmagpy-3.4.0	u		813	SS4-8a	273	8.82E-06	2.26E-08	2.18E-07	4.15E-07	SS4-8a:LP-DIR-T	13	1	3	g	LT-T-Z:LP-DIR-T
0	This study	6.5	293.7	0	pmagpy-3.4.0	u		823	SS4-8a	273	6.73E-06	2.02E-08	2.12E-07	5.48E-07	SS4-8a:LP-DIR-T	14	1	5	g	LT-T-Z:LP-DIR-T
0	This study	5.5	291.5	0	pmagpy-3.4.0	u		833	SS4-8a	273	4.83E-06	4.33E-08	8.71E-08	1.60E-07	SS4-8a:LP-DIR-T	15	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	7.1	293	0	pmagpy-3.4.0	u		843	SS4-8a	273	1.96E-06	2.00E-08	2.69E-08	3.36E-08	SS4-8a:LP-DIR-T	16	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	5.9	291.1	0	pmagpy-3.4.0	u		848	SS4-8a	273	9.61E-07	9.75E-09	1.46E-08	2.08E-08	SS4-8a:LP-DIR-T	17	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	7.2	292.3	0	pmagpy-3.4.0	u		853	SS4-8a	273	4.97E-07	6.89E-09	1.73E-08	2.23E-08	SS4-8a:LP-DIR-T	18	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	0.2	144.1	0	pmagpy-3.4.0	u		273	SS5-1a	273	8.64E-05	1.13E-06	6.15E-06	1.09E-05	SS5-1a:LP-DIR-T	1	1	5.6	g	LT-NO:LP-DIR-T
0	This study	-0.3	143.8	0	pmagpy-3.4.0	u		77	SS5-1a	273	8.67E-05	5.62E-07	6.11E-06	1.03E-05	SS5-1a:LP-DIR-T	2	1	5.3	g	LT-LT-Z:LP-DIR-T
0	This study	0.3	144.3	0	pmagpy-3.4.0	u		373	SS5-1a	273	8.52E-05	5.11E-07	7.74E-06	1.13E-05	SS5-1a:LP-DIR-T	3	1	6.8	g	LT-T-Z:LP-DIR-T
0	This study	1.4	141.4	0	pmagpy-3.4.0	u		473	SS5-1a	273	8.15E-05	3.20E-07	7.66E-06	9.97E-06	SS5-1a:LP-DIR-T	4	1	7	g	LT-T-Z:LP-DIR-T
0	This study	1.7	142.5	0	pmagpy-3.4.0	u		573	SS5-1a	273	7.32E-05	2.54E-07	7.17E-06	7.28E-06	SS5-1a:LP-DIR-T	5	1	6.4	g	LT-T-Z:LP-DIR-T
0	This study	2.3	140.6	0	pmagpy-3.4.0	u		623	SS5-1a	273	5.65E-05	2.46E-07	3.08E-06	2.52E-06	SS5-1a:LP-DIR-T	6	1	3.8	g	LT-T-Z:LP-DIR-T
0	This study	4.6	145.1	0	pmagpy-3.4.0	u		673	SS5-1a	273	2.54E-05	1.23E-07	1.80E-06	1.29E-06	SS5-1a:LP-DIR-T	7	1	5	g	LT-T-Z:LP-DIR-T
0	This study	5.4	141.9	0	pmagpy-3.4.0	u		723	SS5-1a	273	3.70E-06	4.65E-08	7.75E-08	7.02E-08	SS5-1a:LP-DIR-T	8	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	6.3	149.4	0	pmagpy-3.4.0	u		748	SS5-1a	273	1.79E-06	1.78E-08	7.73E-08	3.89E-08	SS5-1a:LP-DIR-T	9	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	2.5	131.1	0	pmagpy-3.4.0	u		773	SS5-1a	273	9.55E-07	1.12E-08	1.37E-08	1.24E-08	SS5-1a:LP-DIR-T	10	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	7.1	158.1	0	pmagpy-3.4.0	u		788	SS5-1a	273	8.69E-07	6.71E-09	1.77E-08	2.32E-08	SS5-1a:LP-DIR-T	11	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	10	130.6	0	pmagpy-3.4.0	u		803	SS5-1a	273	6.34E-07	1.01E-08	1.70E-08	2.78E-08	SS5-1a:LP-DIR-T	12	1	3	g	LT-T-Z:LP-DIR-T
0	This study	12.4	121.4	0	pmagpy-3.4.0	u		813	SS5-1a	273	4.73E-07	1.92E-09	4.78E-09	1.16E-08	SS5-1a:LP-DIR-T	13	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	8.6	148	0	pmagpy-3.4.0	u		823	SS5-1a	273	3.94E-07	3.53E-09	5.66E-09	5.06E-09	SS5-1a:LP-DIR-T	14	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	8.6	113.7	0	pmagpy-3.4.0	u		833	SS5-1a	273	2.13E-07	2.77E-09	8.80E-09	1.93E-08	SS5-1a:LP-DIR-T	15	1	5.7	g	LT-T-Z:LP-DIR-T
0	This study	1.5	183	0	pmagpy-3.4.0	u		843	SS5-1a	273	5.93E-08	3.35E-09	2.19E-09	5.72E-10	SS5-1a:LP-DIR-T	16	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	-2.8	139.1	0	pmagpy-3.4.0	u		848	SS5-1a	273	6.44E-08	8.38E-10	8.99E-10	2.56E-09	SS5-1a:LP-DIR-T	17	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	33.3	319.9	0	pmagpy-3.4.0	u		273	SS5-2a	273	1.82E-04	1.71E-06	7.29E-06	6.30E-06	SS5-2a:LP-DIR-T	1	1	2.7	g	LT-NO:LP-DIR-T
0	This study	33	322.7	0	pmagpy-3.4.0	u		77	SS5-2a	273	1.82E-04	1.56E-06	9.76E-06	8.00E-06	SS5-2a:LP-DIR-T	2	1	3.4	g	LT-LT-Z:LP-DIR-T
0	This study	32.9	321.7	0	pmagpy-3.4.0	u		373	SS5-2a	273	1.80E-04	2.03E-06	1.02E-05	8.56E-06	SS5-2a:LP-DIR-T	3	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	32.9	320.3	0	pmagpy-3.4.0	u		473	SS5-2a	273	1.76E-04	2.33E-06	7.54E-06	6.83E-06	SS5-2a:LP-DIR-T	4	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	34.1	321.3	0	pmagpy-3.4.0	u		573	SS5-2a	273	1.68E-04	1.84E-06	8.34E-06	7.66E-06	SS5-2a:LP-DIR-T	5	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	35.5	319.8	0	pmagpy-3.4.0	u		623	SS5-2a	273	1.48E-04	1.14E-06	8.10E-06	8.06E-06	SS5-2a:LP-DIR-T	6	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	35.4	326.6	0	pmagpy-3.4.0	u		673	SS5-2a	273	7.08E-05	8.28E-07	2.42E-06	2.30E-06	SS5-2a:LP-DIR-T	7	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	35.3	349.6	0	pmagpy-3.4.0	u		723	SS5-2a	273	3.83E-06	5.89E-08	4.80E-08	7.61E-08	SS5-2a:LP-DIR-T	8	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	43.3	318.6	0	pmagpy-3.4.0	u		748	SS5-2a	273	1.71E-06	7.74E-09	6.58E-08	5.99E-08	SS5-2a:LP-DIR-T	9	1	3	g	LT-T-Z:LP-DIR-T
0	This study	25.4	10.3	0	pmagpy-3.4.0	u		773	SS5-2a	273	6.55E-07	1.66E-08	3.92E-08	3.48E-08	SS5-2a:LP-DIR-T	10	1	3.9	g	LT-T-Z:LP-DIR-T
0	This study	22.9	295.1	0	pmagpy-3.4.0	u		788	SS5-2a	273	5.94E-07	4.76E-09	1.09E-08	9.43E-09	SS5-2a:LP-DIR-T	11	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	24.6	327.4	0	pmagpy-3.4.0	u		803	SS5-2a	273	4.62E-07	2.28E-09	2.46E-08	1.64E-08	SS5-2a:LP-DIR-T	12	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	27.3	348	0	pmagpy-3.4.0	u		813	SS5-2a	273	3.77E-07	1.63E-09	1.17E-08	2.38E-09	SS5-2a:LP-DIR-T	13	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	43	350.1	0	pmagpy-3.4.0	u		823	SS5-2a	273	1.93E-07	1.55E-09	6.44E-09	2.64E-09	SS5-2a:LP-DIR-T	14	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	11.5	28.5	0	pmagpy-3.4.0	u		833	SS5-2a	273	1.26E-07	1.39E-09	4.48E-09	1.13E-09	SS5-2a:LP-DIR-T	15	1	2	g	LT-T-Z:LP-DIR-T
0	This study	27.2	246.5	0	pmagpy-3.4.0	u		843	SS5-2a	273	4.85E-08	2.46E-09	3.77E-09	1.08E-09	SS5-2a:LP-DIR-T	16	1	5	g	LT-T-Z:LP-DIR-T
0	This study	4.2	186.1	0	pmagpy-3.4.0	u		848	SS5-2a	273	6.28E-08	8.66E-10	7.25E-09	8.59E-10	SS5-2a:LP-DIR-T	17	1	6.6	g	LT-T-Z:LP-DIR-T
0	This study	24.2	270.6	0	pmagpy-3.4.0	u		273	SS5-3a	273	1.09E-04	2.17E-06	1.03E-05	7.94E-06	SS5-3a:LP-DIR-T	1	1	4.7	g	LT-NO:LP-DIR-T
0	This study	21.7	271.5	0	pmagpy-3.4.0	u		77	SS5-3a	273	1.09E-04	2.00E-06	8.95E-06	6.31E-06	SS5-3a:LP-DIR-T	2	1	3.8	g	LT-LT-Z:LP-DIR-T
0	This study	22.2	271.9	0	pmagpy-3.4.0	u		373	SS5-3a	273	1.07E-04	1.78E-06	1.04E-05	8.42E-06	SS5-3a:LP-DIR-T	3	1	5.2	g	LT-T-Z:LP-DIR-T
0	This study	21.2	271.5	0	pmagpy-3.4.0	u		473	SS5-3a	273	1.04E-04	1.81E-06	1.32E-05	1.04E-05	SS5-3a:LP-DIR-T	4	1	6.5	g	LT-T-Z:LP-DIR-T
0	This study	20.1	271.1	0	pmagpy-3.4.0	u		573	SS5-3a	273	9.91E-05	1.34E-06	1.52E-05	1.24E-05	SS5-3a:LP-DIR-T	5	1	7.9	g	LT-T-Z:LP-DIR-T
0	This study	19.4	273.1	0	pmagpy-3.4.0	u		623	SS5-3a	273	9.03E-05	6.24E-07	1.50E-05	1.23E-05	SS5-3a:LP-DIR-T	6	1	8.3	b	LT-T-Z:LP-DIR-T
0	This study	19.5	274.2	0	pmagpy-3.4.0	u		623	SS5-3a	273	9.08E-05	6.78E-07	1.47E-05	1.25E-05	SS5-3a:LP-DIR-T	7	1	8.3	g	LT-T-Z:LP-DIR-T
0	This study	20.3	270.1	0	pmagpy-3.4.0	u		673	SS5-3a	273	3.70E-05	2.75E-07	1.56E-07	1.56E-06	SS5-3a:LP-DIR-T	8	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	29.3	277	0	pmagpy-3.4.0	u		723	SS5-3a	273	4.89E-06	5.44E-08	4.46E-08	2.69E-07	SS5-3a:LP-DIR-T	9	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	19.6	279.2	0	pmagpy-3.4.0	u		748	SS5-3a	273	2.61E-06	3.23E-08	3.34E-08	1.55E-07	SS5-3a:LP-DIR-T	10	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	8.7	268.4	0	pmagpy-3.4.0	u		773	SS5-3a	273	1.04E-06	3.13E-08	6.27E-09	1.27E-08	SS5-3a:LP-DIR-T	11	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	9.8	270.4	0	pmagpy-3.4.0	u		788	SS5-3a	273	7.79E-07	6.83E-09	3.89E-09	8.05E-09	SS5-3a:LP-DIR-T	12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	17.6	276.6	0	pmagpy-3.4.0	u		803	SS5-3a	273	6.28E-07	3.73E-09	3.90E-09	1.27E-08	SS5-3a:LP-DIR-T	13	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	11	286.9	0	pmagpy-3.4.0	u		813	SS5-3a	273	4.94E-07	4.17E-09	6.69E-09	1.71E-08	SS5-3a:LP-DIR-T	14	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	24.4	264.8	0	pmagpy-3.4.0	u		823	SS5-3a	273	2.49E-07	3.31E-09	3.30E-09	4.22E-09	SS5-3a:LP-DIR-T	15	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	28.2	326.2	0	pmagpy-3.4.0	u		833	SS5-3a	273	5.48E-08	1.40E-09	2.46E-09	1.83E-09	SS5-3a:LP-DIR-T	16	1	3.4	g	LT-T-Z:LP-DIR-T
0	This study	42.7	272.9	0	pmagpy-3.4.0	u		843	SS5-3a	273	4.29E-08	1.82E-09	3.66E-09	1.22E-09	SS5-3a:LP-DIR-T	17	1	5.3	g	LT-T-Z:LP-DIR-T
0	This study	-21.9	110.2	0	pmagpy-3.4.0	u		848	SS5-3a	273	3.43E-08	1.01E-09	1.02E-09	4.64E-09	SS5-3a:LP-DIR-T	18	1	7.9	g	LT-T-Z:LP-DIR-T
0	This study	41.4	295.3	0	pmagpy-3.4.0	u		273	SS5-4a	273	9.70E-05	1.00E-06	8.85E-06	7.41E-06	SS5-4a:LP-DIR-T	1	1	5.6	g	LT-NO:LP-DIR-T
0	This study	37.2	299	0	pmagpy-3.4.0	u		77	SS5-4a	273	9.55E-05	1.16E-06	8.38E-06	7.33E-06	SS5-4a:LP-DIR-T	2	1	5.4	g	LT-LT-Z:LP-DIR-T
0	This study	37.2	299.4	0	pmagpy-3.4.0	u		373	SS5-4a	273	9.24E-05	1.02E-06	7.56E-06	6.13E-06	SS5-4a:LP-DIR-T	3	1	5	g	LT-T-Z:LP-DIR-T
0	This study	36.4	299.4	0	pmagpy-3.4.0	u		473	SS5-4a	273	8.62E-05	1.37E-06	6.60E-06	5.45E-06	SS5-4a:LP-DIR-T	4	1	4.7	g	LT-T-Z:LP-DIR-T
0	This study	38.3	301.2	0	pmagpy-3.4.0	u		573	SS5-4a	273	7.97E-05	1.85E-06	5.66E-06	5.47E-06	SS5-4a:LP-DIR-T	5	1	5.1	g	LT-T-Z:LP-DIR-T
0	This study	43.1	300.9	0	pmagpy-3.4.0	u		623	SS5-4a	273	6.67E-05	2.15E-06	2.41E-06	2.72E-06	SS5-4a:LP-DIR-T	6	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	49.6	300.6	0	pmagpy-3.4.0	u		673	SS5-4a	273	2.74E-05	3.15E-07	7.99E-07	4.53E-07	SS5-4a:LP-DIR-T	7	1	2	g	LT-T-Z:LP-DIR-T
0	This study	51.9	308.2	0	pmagpy-3.4.0	u		723	SS5-4a	273	3.75E-06	5.47E-08	1.19E-07	7.42E-08	SS5-4a:LP-DIR-T	8	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	49.8	300.7	0	pmagpy-3.4.0	u		748	SS5-4a	273	1.81E-06	2.77E-08	7.06E-08	5.05E-08	SS5-4a:LP-DIR-T	9	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	49.2	283.1	0	pmagpy-3.4.0	u		773	SS5-4a	273	6.55E-07	5.51E-09	1.55E-08	9.27E-08	SS5-4a:LP-DIR-T	10	1	8.2	b	LT-T-Z:LP-DIR-T
0	This study	49.2	290.6	0	pmagpy-3.4.0	u		773	SS5-4a	273	6.60E-07	7.36E-09	1.21E-08	7.80E-09	SS5-4a:LP-DIR-T	11	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	46.6	280.7	0	pmagpy-3.4.0	u		788	SS5-4a	273	5.44E-07	1.35E-08	8.05E-09	2.37E-08	SS5-4a:LP-DIR-T	12	1	3	g	LT-T-Z:LP-DIR-T
0	This study	47.1	308.3	0	pmagpy-3.4.0	u		803	SS5-4a	273	4.71E-07	1.21E-08	1.39E-08	4.89E-09	SS5-4a:LP-DIR-T	13	1	2.3	g	LT-T-Z:LP-DIR-T
0	This study	39.9	322.5	0	pmagpy-3.4.0	u		813	SS5-4a	273	3.05E-07	5.15E-09	1.46E-08	2.05E-09	SS5-4a:LP-DIR-T	14	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	67.4	309.4	0	pmagpy-3.4.0	u		823	SS5-4a	273	1.71E-07	2.44E-09	3.99E-09	3.24E-09	SS5-4a:LP-DIR-T	15	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	41.8	76.4	0	pmagpy-3.4.0	u		833	SS5-4a	273	3.18E-08	2.87E-10	1.20E-09	1.01E-09	SS5-4a:LP-DIR-T	16	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	58.5	278.9	0	pmagpy-3.4.0	u		843	SS5-4a	273	4.35E-08	3.07E-09	4.16E-09	2.27E-09	SS5-4a:LP-DIR-T	17	1	7.3	g	LT-T-Z:LP-DIR-T
0	This study	-20.2	154.5	0	pmagpy-3.4.0	u		848	SS5-4a	273	2.89E-08	9.51E-10	8.03E-10	1.15E-09	SS5-4a:LP-DIR-T	18	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	31.2	300	0	pmagpy-3.4.0	u		273	SS5-5a	273	1.52E-04	1.26E-06	7.78E-06	9.14E-06	SS5-5a:LP-DIR-T	1	1	3.9	g	LT-NO:LP-DIR-T
0	This study	29.9	302.7	0	pmagpy-3.4.0	u		77	SS5-5a	273	1.53E-04	1.24E-06	5.98E-06	6.84E-06	SS5-5a:LP-DIR-T	2	1	2.9	g	LT-LT-Z:LP-DIR-T
0	This study	30.1	300.6	0	pmagpy-3.4.0	u		373	SS5-5a	273	1.51E-04	1.54E-06	8.32E-06	9.07E-06	SS5-5a:LP-DIR-T	3	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	29.9	300.1	0	pmagpy-3.4.0	u		473	SS5-5a	273	1.43E-04	1.44E-06	9.51E-06	1.12E-05	SS5-5a:LP-DIR-T	4	1	5.3	g	LT-T-Z:LP-DIR-T
0	This study	30.7	301.1	0	pmagpy-3.4.0	u		573	SS5-5a	273	1.36E-04	1.07E-06	9.57E-06	1.06E-05	SS5-5a:LP-DIR-T	5	1	5.5	g	LT-T-Z:LP-DIR-T
0	This study	31.1	297.5	0	pmagpy-3.4.0	u		623	SS5-5a	273	1.21E-04	9.14E-07	1.12E-05	1.16E-05	SS5-5a:LP-DIR-T	6	1	6.1	g	LT-T-Z:LP-DIR-T
0	This study	34.8	302.4	0	pmagpy-3.4.0	u		673	SS5-5a	273	6.73E-05	4.50E-07	2.50E-06	2.91E-06	SS5-5a:LP-DIR-T	7	1	3	g	LT-T-Z:LP-DIR-T
0	This study	36.4	298.7	0	pmagpy-3.4.0	u		723	SS5-5a	273	6.67E-06	3.30E-08	2.66E-07	3.16E-07	SS5-5a:LP-DIR-T	8	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	31.8	297.3	0	pmagpy-3.4.0	u		748	SS5-5a	273	3.15E-06	1.86E-08	1.34E-07	1.42E-07	SS5-5a:LP-DIR-T	9	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	31	312	0	pmagpy-3.4.0	u		773	SS5-5a	273	1.43E-06	1.41E-08	1.14E-07	3.67E-08	SS5-5a:LP-DIR-T	10	1	4.2	g	LT-T-Z:LP-DIR-T
